1	2
2	3
3	4
4	5
5	6
6	7
7	8
8	9
8	207
8	208
9	10
10	11
11	12
12	13
12	26
12	27
13	14
13	28
13	54
14	15
15	16
16	17
17	18
17	31
17	66
18	19
18	32
18	33
19	20
20	21
20	127
20	128
21	22
22	23
23	139
24	25
24	39
24	50
24	51
24	130
25	26
25	52
25	215
27	28
28	29
28	55
29	30
30	31
31	32
31	65
33	34
33	67
33	218
34	35
35	36
35	122
35	138
36	37
36	69
36	70
37	38
38	39
38	192
40	41
41	42
42	43
43	44
44	45
45	46
46	47
46	113
46	114
47	48
48	49
49	50
49	195
51	52
52	53
52	216
53	54
55	56
56	57
57	58
58	59
59	60
59	202
59	203
60	180
61	62
61	166
61	199
61	200
62	63
63	64
64	65
66	67
67	68
67	217
68	69
70	71
71	72
72	73
72	119
72	120
73	74
74	75
75	76
76	77
77	78
77	94
77	136
78	79
79	80
81	82
81	193
82	83
83	84
84	85
85	86
86	87
87	88
88	89
89	90
90	91
91	92
92	120
92	136
93	94
94	95
94	135
95	96
96	97
97	98
98	99
99	100
100	101
101	102
102	118
102	119
102	191
103	104
103	165
104	105
105	106
106	107
107	108
108	109
109	110
109	206
109	207
110	111
111	194
112	113
114	115
115	116
115	130
115	131
116	117
117	118
120	121
120	137
121	122
122	123
122	178
123	124
124	125
125	126
126	127
126	218
126	219
128	129
129	196
131	132
132	133
133	134
133	155
134	135
137	138
139	140
140	141
141	142
142	143
143	144
144	145
145	146
146	147
147	148
148	149
150	151
151	152
152	153
153	154
154	155
156	157
157	158
158	159
159	160
160	161
161	162
162	163
163	164
164	165
166	167
167	168
168	169
169	170
170	171
171	172
172	173
173	174
174	175
175	176
176	177
178	179
180	181
181	182
182	183
183	184
184	185
185	186
186	187
187	188
188	189
189	190
191	192
194	195
195	214
195	215
196	197
197	198
198	199
200	201
201	202
203	204
204	205
205	206
208	209
209	210
209	213
209	214
210	211
211	212
216	217
219	220
220	221
221	222
222	223
223	224
224	225
