1	2
1	63
1	64
2	3
3	4
3	44
3	45
3	64
4	5
4	88
4	89
5	6
6	7
7	8
8	9
8	28
8	29
9	10
10	11
11	12
12	13
13	14
14	15
15	16
16	129
17	18
18	19
19	20
20	21
21	22
22	23
23	24
24	25
25	26
25	102
25	103
26	27
27	28
29	30
30	31
31	32
31	84
31	85
32	33
33	34
34	35
35	36
36	37
37	38
38	39
39	57
39	58
40	41
41	42
42	43
43	44
45	46
45	89
45	90
46	47
46	116
47	48
47	105
47	106
48	49
49	50
50	51
51	52
52	53
53	54
55	56
56	57
58	59
59	60
60	61
61	62
62	63
64	110
65	66
66	67
67	68
67	93
67	94
68	69
68	109
69	70
70	71
71	72
72	73
73	74
74	75
75	76
76	77
77	78
78	79
80	81
81	82
82	83
83	84
85	86
86	87
87	88
90	91
91	92
92	93
94	95
95	96
96	97
97	98
98	99
100	101
101	102
103	104
104	105
106	107
107	108
108	109
110	111
111	112
112	113
113	114
114	115
115	116
117	118
118	119
119	120
120	121
121	122
122	123
123	124
124	125
125	126
126	127
127	128
128	129
