1	82
2	3
2	20
2	24
2	25
2	64
3	79
4	34
4	128
5	83
6	65
6	75
7	46
7	47
8	26
8	112
9	39
9	124
10	11
11	82
12	85
12	154
13	29
13	143
14	143
15	96
16	17
16	127
17	87
18	168
18	195
19	166
19	167
20	80
20	101
20	156
21	57
21	197
22	57
22	198
23	72
23	111
24	69
25	70
26	209
27	45
27	202
28	84
28	105
29	98
30	116
30	117
31	33
31	66
31	80
31	102
31	173
32	49
32	112
33	68
34	104
35	38
35	179
35	183
36	105
36	136
37	38
37	75
39	129
40	58
40	176
41	91
41	93
42	52
42	206
43	63
43	73
43	206
44	189
44	190
45	201
46	89
47	84
48	90
48	123
49	92
49	157
49	185
50	51
50	57
51	176
52	201
53	128
53	129
54	159
54	205
55	138
55	204
56	71
56	191
57	183
57	184
58	86
59	65
60	73
60	194
61	62
61	63
66	132
67	114
67	207
68	81
69	76
70	77
71	164
72	150
74	120
74	145
76	130
77	131
78	147
78	148
79	85
79	107
79	108
79	113
79	179
79	209
80	90
80	187
81	120
81	122
81	163
82	161
83	191
86	87
88	92
88	95
88	97
88	101
88	123
88	125
88	157
89	199
93	202
94	152
94	193
95	99
95	180
96	154
97	210
98	115
99	141
99	146
99	194
100	155
100	195
101	205
102	125
103	104
106	112
106	147
107	124
108	124
109	140
109	160
110	186
111	145
112	137
112	141
112	149
112	155
112	177
113	210
114	188
115	210
117	183
118	167
118	171
119	151
119	200
121	139
121	168
122	192
124	180
126	188
127	156
130	133
131	134
132	208
133	197
134	198
135	147
135	163
136	196
137	162
139	159
140	204
142	178
142	200
144	161
144	172
146	161
147	157
148	160
148	178
149	187
150	160
151	189
152	203
153	158
153	207
157	192
158	159
158	196
160	165
160	166
161	164
162	193
169	170
169	177
171	186
172	173
174	176
175	176
179	184
180	182
181	182
181	203
185	210
