1	2
2	3
3	4
4	5
5	6
6	7
6	47
6	65
7	8
8	9
8	47
8	84
8	86
8	133
9	10
9	28
9	86
10	11
10	28
10	30
10	47
11	12
11	28
11	49
11	50
11	136
12	13
13	14
13	51
13	62
14	15
15	16
16	17
17	18
18	19
20	21
21	22
22	23
23	24
24	25
25	26
26	27
26	66
26	67
27	28
28	67
28	133
29	34
29	142
30	31
30	62
30	64
30	86
31	32
31	63
31	64
32	33
33	34
34	35
35	36
36	37
37	38
38	39
39	48
40	41
41	42
42	43
43	44
44	45
45	46
46	47
47	64
47	122
48	76
49	74
50	51
51	52
51	67
51	73
51	74
51	150
52	53
53	54
54	55
54	68
55	56
56	58
57	150
58	59
59	60
60	61
62	63
62	88
63	136
63	138
64	86
64	110
64	122
65	66
65	83
65	84
66	131
66	133
67	106
68	69
69	70
70	71
71	72
72	73
75	116
75	134
76	85
77	78
78	79
79	80
80	81
81	82
82	83
85	87
87	107
88	89
89	90
90	91
91	92
92	93
93	94
94	95
95	96
96	97
97	98
99	100
100	101
101	102
102	103
103	104
104	105
105	106
107	108
108	109
109	123
110	111
110	122
110	132
111	112
112	113
113	114
114	115
116	148
117	118
118	119
119	120
120	121
121	122
123	132
124	125
125	126
126	127
127	128
128	129
129	130
130	131
133	135
134	147
135	137
138	139
139	140
140	141
141	142
142	143
143	144
144	145
145	146
146	147
148	149
