1	7
1	24
2	117
2	400
3	372
3	434
4	224
4	311
5	225
5	312
6	226
6	227
6	313
6	314
7	228
8	13
8	229
9	14
9	230
10	17
10	434
11	15
11	28
11	586
12	16
12	524
13	25
14	23
15	27
16	495
17	462
18	33
18	312
19	33
19	313
20	33
20	314
21	30
21	316
22	31
22	317
23	32
24	32
25	32
26	29
26	311
27	552
28	552
29	38
30	34
31	34
32	39
32	120
32	218
33	35
33	36
33	37
33	47
33	168
34	46
34	48
35	47
36	47
37	47
38	45
39	48
40	42
40	43
40	101
40	102
40	103
40	104
40	105
40	127
40	205
40	206
40	235
40	236
40	237
40	296
40	304
40	400
41	42
41	272
43	44
43	74
43	75
43	94
43	95
43	128
43	319
43	321
43	322
43	576
44	98
44	99
44	100
44	576
45	54
46	409
47	50
47	51
47	52
47	53
48	55
48	121
49	186
49	380
50	55
51	55
52	56
53	57
54	575
55	58
55	59
55	60
56	575
57	575
58	62
59	63
60	64
61	429
61	499
62	67
63	68
64	471
65	385
65	579
66	386
66	578
67	557
68	557
69	76
69	575
70	301
70	471
71	83
71	169
72	245
72	348
73	84
73	203
74	96
75	97
76	81
77	82
77	575
78	374
78	557
79	374
79	557
80	301
80	375
81	349
82	350
83	257
84	255
85	273
86	89
86	350
87	341
87	404
88	528
88	529
89	460
90	93
90	406
91	92
91	406
92	107
93	107
94	127
95	127
96	113
97	114
98	129
99	129
100	129
101	115
102	116
103	117
104	118
105	119
106	108
106	460
107	478
108	562
109	254
109	255
110	132
110	508
111	132
111	509
112	132
112	510
113	128
114	128
115	127
116	127
118	124
119	125
120	295
120	422
121	426
121	427
122	238
122	291
123	239
123	292
124	400
125	400
126	139
126	514
127	140
127	141
127	576
128	141
129	141
130	136
130	291
131	137
131	292
132	142
132	143
132	222
133	514
133	547
134	514
134	548
135	514
135	549
136	514
137	514
138	186
138	508
138	509
138	510
138	539
138	558
138	559
138	560
139	147
140	141
140	148
140	399
140	400
141	149
141	154
141	155
141	156
141	190
141	398
142	160
143	161
144	486
144	547
145	487
145	548
146	488
146	549
147	159
148	150
148	163
148	185
149	164
150	158
150	185
151	164
151	167
152	164
152	167
153	164
153	167
154	168
154	185
155	168
156	168
157	162
157	379
158	167
158	341
158	400
159	591
160	165
161	166
162	169
163	167
165	258
166	204
167	181
167	182
167	183
167	218
167	400
167	514
167	529
168	176
168	177
168	185
168	191
168	192
168	193
169	189
169	378
170	178
170	587
171	179
171	588
172	180
172	589
173	486
173	528
174	487
174	528
175	488
175	528
176	190
177	190
178	377
179	377
180	377
181	198
182	199
183	200
184	528
184	591
187	242
187	513
188	242
188	513
189	203
190	201
190	202
190	224
191	208
192	209
193	210
194	377
194	437
195	377
195	437
196	212
196	342
196	345
196	586
197	213
197	258
198	218
199	218
200	218
201	220
202	214
204	378
205	507
206	507
207	221
207	403
208	215
209	216
210	217
211	223
211	528
212	586
213	259
214	224
215	225
216	226
217	227
218	228
218	229
218	230
219	252
219	336
220	224
221	524
222	379
223	434
224	316
224	317
231	294
231	563
232	300
232	501
233	299
233	501
234	416
234	525
235	283
236	283
237	283
238	241
239	240
242	276
242	277
242	278
242	346
242	381
242	479
242	558
242	559
242	560
243	294
243	554
244	246
244	485
245	256
246	247
247	438
248	249
248	256
249	439
250	438
250	476
251	253
251	439
252	440
253	477
254	336
257	440
260	356
260	405
261	270
261	527
262	271
262	526
263	264
263	366
264	265
265	266
266	267
267	289
268	270
268	366
269	271
269	289
272	457
273	441
273	442
274	443
274	470
275	331
275	473
276	392
277	393
278	394
279	308
279	419
279	431
280	323
280	337
281	325
281	483
282	326
282	484
283	364
283	402
283	459
283	544
283	545
283	546
283	576
284	286
284	329
284	330
284	417
284	418
284	431
284	432
284	479
284	540
285	304
285	364
286	571
286	572
287	430
287	437
287	553
288	494
288	534
289	416
289	513
290	388
293	370
293	457
294	302
294	320
294	452
294	453
294	520
294	521
294	563
295	344
295	354
295	501
296	304
296	388
297	464
297	500
298	465
298	500
299	406
300	406
302	583
303	318
303	541
303	542
303	543
304	327
304	328
304	346
304	507
304	544
304	545
304	546
305	383
305	414
306	384
306	415
307	351
308	539
309	497
309	594
310	497
310	595
315	448
315	472
318	319
318	388
319	339
319	383
319	384
320	390
320	407
321	415
322	414
323	485
323	498
323	513
324	348
324	380
325	584
326	585
327	338
328	340
329	573
330	574
331	335
332	489
332	563
333	382
333	450
334	382
334	451
335	389
336	577
337	485
338	517
339	518
340	519
341	420
341	421
341	514
342	345
342	489
343	444
343	445
343	555
343	556
344	352
346	402
346	431
346	432
347	433
347	474
349	425
351	482
352	353
353	455
354	578
354	579
355	364
355	593
357	381
357	392
358	381
358	394
359	381
359	393
360	469
360	582
361	397
361	528
362	396
362	528
363	395
363	528
364	459
364	461
365	403
365	535
365	536
367	483
368	484
369	456
369	472
370	473
371	458
371	472
373	462
374	441
374	442
375	443
376	387
376	533
377	528
381	490
381	491
381	496
381	505
381	506
381	513
382	398
382	492
382	493
382	496
385	537
386	538
387	463
388	412
388	413
388	571
388	572
388	573
388	574
389	419
390	407
390	449
390	472
391	401
391	457
395	589
396	588
397	587
399	569
400	568
401	466
404	475
405	502
408	474
408	583
410	456
410	461
411	458
411	461
412	431
413	431
417	479
418	479
419	431
419	450
419	451
420	569
421	568
422	455
422	497
422	582
423	511
423	537
424	512
424	538
426	511
427	512
428	552
430	552
431	593
433	467
434	592
435	503
435	522
436	504
436	523
438	485
438	534
444	490
445	491
446	492
446	561
447	493
447	561
448	474
449	472
452	566
453	567
454	482
454	554
457	475
461	472
464	580
465	581
466	467
468	478
468	502
469	530
470	590
474	533
476	534
477	577
478	570
480	564
481	565
489	563
494	577
495	525
497	530
498	513
499	553
503	564
504	565
505	550
506	551
514	592
515	520
515	561
516	521
516	561
517	540
518	540
519	540
522	532
523	531
531	556
532	555
535	566
536	567
541	576
542	576
543	576
550	584
551	585
580	594
581	595
