12	49
16	61
16	104
16	106
16	107
16	119
16	126
16	151
16	173
21	49
21	127
23	28
23	49
23	61
23	104
23	106
23	107
23	119
23	126
23	151
23	154
23	183
28	42
28	50
28	106
28	107
28	126
28	151
28	189
42	106
42	126
42	151
42	154
42	184
42	191
49	50
49	53
49	55
49	58
49	61
49	69
49	76
49	84
49	86
49	92
49	104
49	106
49	107
49	108
49	110
49	119
49	122
49	127
49	131
49	137
49	145
49	151
49	154
49	156
49	183
49	187
50	53
50	58
50	106
50	121
50	126
50	151
50	187
51	106
51	126
51	127
53	55
53	107
53	116
53	121
53	126
53	137
53	164
55	104
55	106
55	108
55	126
55	127
55	134
55	187
55	191
57	119
57	126
57	127
57	154
58	126
58	127
61	127
61	153
69	107
69	126
76	124
76	154
84	119
84	126
84	134
84	151
84	184
86	154
86	184
88	126
101	126
104	116
104	124
104	126
104	127
104	154
104	191
106	107
106	126
106	127
106	134
106	154
106	156
106	174
106	183
106	184
106	189
107	116
107	121
107	126
107	127
107	131
107	153
107	183
107	184
107	187
107	189
107	191
108	116
108	122
108	126
108	154
108	184
116	126
116	184
118	126
119	124
119	126
119	184
119	190
121	126
121	134
121	151
122	126
122	154
122	168
124	126
124	127
126	127
126	131
126	134
126	136
126	137
126	142
126	145
126	149
126	151
126	154
126	160
126	164
126	168
126	171
126	172
126	173
126	174
126	178
126	179
126	183
126	184
126	187
126	189
127	145
127	151
127	156
127	187
131	154
137	184
149	187
151	153
151	154
151	174
151	184
151	189
153	156
153	183
154	156
154	174
183	189
187	189
