2	149
3	149
9	61
9	154
12	137
12	154
16	55
18	149
20	55
20	122
23	137
25	61
25	62
25	127
28	61
28	92
28	107
28	116
28	137
28	145
28	149
28	164
28	187
30	137
31	62
38	149
38	174
40	61
42	92
42	153
43	122
43	145
45	55
45	107
45	137
50	55
50	61
50	93
50	107
50	123
50	137
50	141
50	153
50	154
50	174
50	189
51	86
51	137
51	187
53	62
53	137
54	154
55	57
55	58
55	63
55	74
55	86
55	95
55	106
55	107
55	123
55	124
55	137
55	153
55	154
55	187
55	192
55	193
57	61
57	137
58	61
58	107
58	123
59	149
61	62
61	104
61	107
61	116
61	127
61	134
61	137
61	147
61	154
61	158
61	174
61	187
61	189
62	137
69	134
69	143
70	137
73	86
73	154
74	119
79	149
81	149
82	149
83	149
84	107
84	137
86	107
86	154
86	174
86	182
92	107
95	107
104	134
104	137
104	154
104	187
106	154
107	110
107	116
107	119
107	123
107	134
107	137
107	145
107	154
110	137
110	187
116	137
116	154
117	154
121	137
121	149
121	153
121	154
122	137
122	192
123	154
123	184
124	137
127	137
127	154
127	178
130	149
134	137
134	185
137	143
137	149
137	154
137	164
137	184
137	187
137	192
149	154
149	161
149	170
149	187
154	176
154	182
154	192
